document_id,document_type,document_title,document_status,control_id,control_level,control_domain,control_title,rationale
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-007,L2,artifact_signing,Artifact Signing,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-008,L2,artifact_signing,Artifact Signing,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-009,L2,infrastructure_as_code,Infrastructure as Code,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-010,L2,infrastructure_as_code,Infrastructure as Code,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-011,L2,pipeline_security_gates,Pipeline Security Gates,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-012,L2,pipeline_security_gates,Pipeline Security Gates,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-013,L2,security_monitoring,Security Monitoring,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L2-REQ-014,L2,security_monitoring,Security Monitoring,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-001,L3,deterministic_builds,Deterministic Builds,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-002,L3,deterministic_builds,Deterministic Builds,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-003,L3,build_environment_isolation,Build Environment Isolation,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-004,L3,build_environment_isolation,Build Environment Isolation,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-005,L3,dependency_provenance,Dependency Provenance,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-006,L3,dependency_provenance,Dependency Provenance,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-007,L3,trusted_artifact_signing,Trusted Artifact Signing,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-008,L3,trusted_artifact_signing,Trusted Artifact Signing,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-009,L3,end_to_end_traceability,End-to-End Traceability,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-010,L3,runtime_integrity_verification,Runtime Integrity Verification,Primary normative source for platform capability mappings and required platform levels.
PRA-STD-001,standard,DevSecOps Platform Reference Architecture Standard,imported,DSCB-L3-REQ-011,L3,continuous_compliance_evidence,Continuous Compliance Evidence,Primary normative source for platform capability mappings and required platform levels.
